rank,property_id,address,latitude,longitude,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,broker_name,input,property_url,listing_url
178,87084324,"8058 Crestview Dr, Des Moines, IA 50320",41.508866,-93.615642,180000,USD,1,3,1456.0 sqft,,184800,1481,0,,FALSE,https://photos.zillowstatic.com/fp/c03c34de59d134e0849054e375e91f28-p_e.jpg,House for sale,Coldwell Banker Mid America,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/8058-Crestview-Dr-Des-Moines-IA-50320/87084324_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
693,2068510927,"9772 E 62nd Ave, Denver, CO 80238",39.808791,-104.881911,589999,USD,3,2,2035.0 sqft,,609300,2600,25,,FALSE,https://photos.zillowstatic.com/fp/1267602b4e789cc8b024764bfb195ca5-p_e.jpg,House for sale,First Summit Realty,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/9772-E-62nd-Ave-Denver-CO-80238/2068510927_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
740,17200462,"2662 Tern Dr, San Diego, CA 92123",32.789943,-117.156805,850100,USD,2,3,1050.0 sqft,,869017,3323,26,,TRUE,https://photos.zillowstatic.com/fp/8b911791e93d84e2c3c60d29e24de60b-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2662-Tern-Dr-San-Diego-CA-92123/17200462_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/19_p/"
98,2075844427,"1410 Hamilton St SW, Cedar Rapids, IA 52404",41.964473,-91.664203,84500,USD,2,3,1092.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/fd25b9446ccff7ebae7dda5dfaa4eb51-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/1410-Hamilton-St-SW-Cedar-Rapids-IA-52404/2075844427_zpid/,https://www.zillow.com/homes/IA_rb/3_p/
372,19777624,"3590 Ivalynn Cir, San Jose, CA 95132",37.4013,-121.846309,750000,USD,3,2,1124.0 sqft,,807259,2834,26,,FALSE,https://photos.zillowstatic.com/fp/22aeb0cdfdca2af2cd43368366d421d9-p_e.jpg,Townhouse for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/3590-Ivalynn-Cir-San-Jose-CA-95132/19777624_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/10_p/"
380,2067944735,"15921 Preston Rd #1002, Dallas, TX 75248",32.966861,-96.804651,187000,USD,3,2,1501.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/7f486f72c269865c1a8a74e887952257-p_e.jpg,Condo for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/15921-Preston-Rd-1002-Dallas-TX-75248/2067944735_zpid/,https://www.zillow.com/homes/TX_rb/10_p/
522,29511076,"8820 Taline Cir, Austin, TX 78748",30.172099,-97.791957,325000,USD,2,2,1090.0 sqft,,336100,2300,0,,FALSE,https://photos.zillowstatic.com/fp/13ceaef1a1aac2fc54e300b2cd1dbbba-p_e.jpg,Active,Keller Williams Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/8820-Taline-Cir-Austin-TX-78748/29511076_zpid/,https://www.zillow.com/homes/TX_rb/14_p/
511,32875719,"26 Bridge St, Shawangunk, NY 12589",41.606743,-74.183207,189900,USD,1,2,1240.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/7f8f0dfef7a5cfe7ab21c3f3fcfe979a-p_e.jpg,House for sale,"Listing by: Curasi Realty, Inc.",https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/26-Bridge-St-Shawangunk-NY-12589/32875719_zpid/,https://www.zillow.com/homes/NY_rb/13_p/
591,26109454,"301 S Monumental St, San Antonio, TX 78203",29.41701,-98.468185,378888,USD,3,4,1900.0 sqft,,244000,1786,0,,FALSE,https://photos.zillowstatic.com/fp/af24c33907c2b8424d08a989ad1c30f9-p_e.jpg,House for sale,White Line Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/301-S-Monumental-St-San-Antonio-TX-78203/26109454_zpid/,https://www.zillow.com/homes/TX_rb/15_p/
642,140624114,"2750 Wheatstone St SPACE 195, San Diego, CA 92111",32.793075,-117.1784,167500,USD,2,2,1040.0 sqft,,178800,2291,20,,FALSE,https://photos.zillowstatic.com/fp/01726d48fa64af19ee1c195902acb52a-p_e.jpg,Home for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/2750-Wheatstone-St-SPACE-195-San-Diego-CA-92111/140624114_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/17_p/"
238,19683456,"1292 Plum St, San Jose, CA 95110",37.315801,-121.877958,789000,USD,4,4,1068.0 sqft,,811542,2270,10,,FALSE,https://photos.zillowstatic.com/fp/149f4568a0308f4bd29ad09e4972238b-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/1292-Plum-St-San-Jose-CA-95110/19683456_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/6_p/"
495,17061757,"3027 Keats St, San Diego, CA 92106",32.728136,-117.227065,1499900,USD,,,,"5,001 sqft",1077700,3369,12,,FALSE,https://photos.zillowstatic.com/fp/12a149fd94e51dad29507ec1ac76cc3d-p_e.jpg,Lot / Land for sale,"Matt Davies, Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/3027-Keats-St-San-Diego-CA-92106/17061757_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/13_p/"
236,23347051,"3905 W Pearl St, Pasco, WA 99301",46.245531,-119.142329,415000,USD,2,2,1600.0 sqft,,324000,1423,0,,FALSE,https://photos.zillowstatic.com/fp/df5078a9d80b7012788bc1636b6c35c1-p_e.jpg,House for sale,Court Street Realty,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/3905-W-Pearl-St-Pasco-WA-99301/23347051_zpid/,https://www.zillow.com/homes/WA_rb/6_p/
336,32482888,"617 Swaggertown Rd, Glenville, NY 12302",42.890265,-73.954857,199900,USD,1,2,1040.0 sqft,,207500,1755,0,,FALSE,https://photos.zillowstatic.com/fp/7d1507233d2949a698770712be18607d-p_e.jpg,House for sale,Listing by: Alani Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/617-Swaggertown-Rd-Glenville-NY-12302/32482888_zpid/,https://www.zillow.com/homes/NY_rb/9_p/
153,241603793,"620 E 2nd Ave, Escondido, CA 92025",33.123913,-117.073539,599000,USD,2,3,1038.0 sqft,,623700,2799,50,,FALSE,https://photos.zillowstatic.com/fp/071a3254fe7ae38205e62de1d4acde83-p_e.jpg,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/Escondido,-CA_rb/",https://www.zillow.com/homedetails/620-E-2nd-Ave-Escondido-CA-92025/241603793_zpid/,"https://www.zillow.com/homes/Escondido,-CA_rb/4_p/"
216,27403070,"3609 Pershing Dr, El Paso, TX 79903",31.787519,-106.451114,70000,USD,1,2,690.0 sqft,,,840,0,,FALSE,https://photos.zillowstatic.com/fp/1e5b793ddd0b24f29d560309772e40fb-p_e.jpg,House for sale,Mission Valley Realty LLC,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/3609-Pershing-Dr-El-Paso-TX-79903/27403070_zpid/,https://www.zillow.com/homes/TX_rb/6_p/
56,17196570,"6709 Green Gables Ave, San Diego, CA 92119",32.798461,-117.043505,899900,USD,2,5,1888.0 sqft,,926500,3763,0,,FALSE,https://photos.zillowstatic.com/fp/3e8205360b2e71b073727faf62668f00-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6709-Green-Gables-Ave-San-Diego-CA-92119/17196570_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/2_p/"
51,250086808,"6760 Strawberry Pl, Carlsbad, CA 92011",33.109541,-117.29874,2700000,USD,6,4,4300.0 sqft,,2700000,7887,9,,FALSE,https://photos.zillowstatic.com/fp/fa2ecc8c0fa4e49a5972d69269f664f8-p_e.jpg,House for sale,Shafran Realty Group,"https://www.zillow.com/homes/carlsbad,-CA_rb/",https://www.zillow.com/homedetails/6760-Strawberry-Pl-Carlsbad-CA-92011/250086808_zpid/,"https://www.zillow.com/homes/carlsbad,-CA_rb/2_p/"
613,2067945789,"The Lassen (370) Plan, Turner's Crossing - Americana Collection",30.107921,-97.778104,388990,USD,3,3,1872.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/fb236f902a23415697be87995c1c6423-p_e.jpg,New construction,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/community/turner-s-crossing-americana-collection/2067945789_zpid/,https://www.zillow.com/homes/TX_rb/16_p/
37,2067951806,"2 12th Ave, Dysart, IA 52224",42.249608,-92.215122,,USD,,,,158 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/b7c684a591f447e017b019cac1bc75ce-p_e.jpg,Auction,Hertz Real Estate Services,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/2-12th-Ave-Dysart-IA-52224/2067951806_zpid/,https://www.zillow.com/homes/IA_rb/
382,73096041,"355 30th St NW, Cedar Rapids, IA 52405",41.976047,-91.711102,174500,USD,2,3,1306.0 sqft,,151300,1025,1,,FALSE,https://photos.zillowstatic.com/fp/710a5c56ba7cb26c070c2d7a5cbe9bdf-p_e.jpg,House for sale,,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/355-30th-St-NW-Cedar-Rapids-IA-52405/73096041_zpid/,https://www.zillow.com/homes/IA_rb/10_p/
564,58385545,"5391 164th Ave SE #10-1, Bellevue, WA 98006",47.554458,-122.118893,849000,USD,3,3,2200.0 sqft,,853400,3270,0,,FALSE,https://photos.zillowstatic.com/fp/48f11c796e3788da7d6d39fe99afdd4f-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/5391-164th-Ave-SE-10-1-Bellevue-WA-98006/58385545_zpid/,https://www.zillow.com/homes/WA_rb/15_p/
165,2067944799,"402 Cardinal Ave, Winlock, WA 98596",,,345000,USD,2,3,1619.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/15f4572a459ec3eaee7c1d7eb4d2fb3a-p_e.jpg,Active,Woodland Real Estate,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/402-Cardinal-Ave-Winlock-WA-98596/2067944799_zpid/,https://www.zillow.com/homes/WA_rb/5_p/
11,99350058,"2179 Glasgow Ave, Cardiff, CA 92007",33.022531,-117.276029,1599000,USD,4,3,1865.0 sqft,,1708300,7094,2,,FALSE,https://photos.zillowstatic.com/fp/2409401eb5b98db3ccafcd0bccae5805-p_e.jpg,Multi-family home for sale,,"https://www.zillow.com/homes/Encinitas,-CA_rb/",https://www.zillow.com/homedetails/2179-Glasgow-Ave-Cardiff-CA-92007/99350058_zpid/,"https://www.zillow.com/homes/Encinitas,-CA_rb/"
123,17022145,"6235 Anvil Lake Ave, San Diego, CA 92119",32.792648,-117.013737,799900,USD,2,4,1275.0 sqft,,775900,3143,1,,FALSE,https://photos.zillowstatic.com/fp/944f8900a4955e240a107d3d74ecc7f0-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6235-Anvil-Lake-Ave-San-Diego-CA-92119/17022145_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/4_p/"
690,58296274,"475 W 12th Ave UNIT 4A, Denver, CO 80204",39.735397,-104.993836,575000,USD,2,2,1323.0 sqft,,575000,2429,24,,FALSE,https://photos.zillowstatic.com/fp/e32c78c8b54e79ffee9ca486705cd18c-p_e.jpg,Condo for sale,"Slifer, Smith & Frampton Real Estate Denver","https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/475-W-12th-Ave-UNIT-4A-Denver-CO-80204/58296274_zpid/,"https://www.zillow.com/homes/denver,-co_rb/18_p/"
58,80245974,"5425 Westmont Ln, Lumberton, TX 77657",30.27299,-94.236676,235000,USD,2,3,1641.0 sqft,,225300,1613,0,,FALSE,https://photos.zillowstatic.com/fp/d6aebc99da66b83dc51b3feff2e5379b-p_e.jpg,House for sale,JLA REALTY _rrc2*-rrc_ 572287,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/5425-Westmont-Ln-Lumberton-TX-77657/80245974_zpid/,https://www.zillow.com/homes/TX_rb/2_p/
234,13340055,"35 Newton St, Denver, CO 80219",39.71721,-105.037622,719900,USD,3,5,2714.0 sqft,,494600,3200,2,,FALSE,https://photos.zillowstatic.com/fp/3ad69b7dc189f0784a5c4d39a341c7a5-p_e.jpg,House for sale,RELOGIC,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/35-Newton-St-Denver-CO-80219/13340055_zpid/,"https://www.zillow.com/homes/denver,-co_rb/6_p/"
193,214320294,"3065 Jackpine Dr, Waukee, IA 50263",41.574548,-93.881098,595875,USD,3,4,1713.0 sqft,,,,0,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=41.574548,-93.881098&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=tJD0F2jFqgnhBbJjarz8b_Uxloo=",New construction,Keller Williams Realty GDM,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/3065-Jackpine-Dr-Waukee-IA-50263/214320294_zpid/,https://www.zillow.com/homes/IA_rb/5_p/
647,332971058,"9055 Fm 389, Fayetteville, TX 78954",30.014223,-96.61514,565000,USD,2,2,1800.0 sqft,,776300,3337,0,,FALSE,https://photos.zillowstatic.com/fp/5603c61b7152940aaacce477bea261ef-p_e.jpg,House for sale,Coldwell Banker Properties,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/9055-Fm-389-Fayetteville-TX-78954/332971058_zpid/,https://www.zillow.com/homes/TX_rb/17_p/
280,72497267,"1064 Woodside Ln, Langley, WA 98260",48.02821,-122.393757,899000,USD,2,3,2200.0 sqft,,846400,2981,0,,FALSE,https://photos.zillowstatic.com/fp/a769551ad40fe72980da6320fb4ddf61-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/1064-Woodside-Ln-Langley-WA-98260/72497267_zpid/,https://www.zillow.com/homes/WA_rb/7_p/
749,49222140,"8313 156th Street Ct E, Puyallup, WA 98375",47.114591,-122.31754,439950,USD,2,2,1444.0 sqft,,358500,2216,0,,FALSE,https://photos.zillowstatic.com/fp/abe9a0f1097819c8a26ec02e3e30913f-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/8313-156th-Street-Ct-E-Puyallup-WA-98375/49222140_zpid/,https://www.zillow.com/homes/WA_rb/19_p/
749,2091738955,"4044 Cramer Rd, Jewett, NY 12444",,,99900,USD,,,,4.5 acres,,,0,,FALSE,https://photos.zillowstatic.com/fp/e5517ff472c604c8a62647602e1ceab9-p_e.jpg,Lot / Land for sale,Listing by: Hunter Windham Real Estate,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/4044-Cramer-Rd-Jewett-NY-12444/2091738955_zpid/,https://www.zillow.com/homes/NY_rb/19_p/
126,16771578,"4878 Bradshaw Ct, San Diego, CA 92130",32.950723,-117.21157,2399000,USD,5,5,4130.0 sqft,,2414300,7904,1,,FALSE,https://photos.zillowstatic.com/fp/6a3ab8f668a138d4f7e904d9ad24d1dd-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4878-Bradshaw-Ct-San-Diego-CA-92130/16771578_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/4_p/"
450,2067945108,"31811 Harmony Heights Ln, Hockley, TX 77447",,,460000,USD,5,5,3310.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/c2ed1d5270a62caab2951ef3aa2d8298-p_e.jpg,New construction,LennarVillageBldr-JaredTurner,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/31811-Harmony-Heights-Ln-Hockley-TX-77447/2067945108_zpid/,https://www.zillow.com/homes/TX_rb/12_p/
458,2078601568,"8302 Westown Pkwy UNIT 4110, West Des Moines, IA 50266",41.586791,-93.821059,138500,USD,2,2,1056.0 sqft,,240500,1205,1,,FALSE,https://photos.zillowstatic.com/fp/3e397879470d741c627b708dd8cc7f66-p_e.jpg,Townhouse for sale,RE/MAX Concepts,https://www.zillow.com/homes/IA_rb/,https://www.zillow.com/homedetails/8302-Westown-Pkwy-UNIT-4110-West-Des-Moines-IA-50266/2078601568_zpid/,https://www.zillow.com/homes/IA_rb/12_p/
103,2068532013,"1930 E Lincoln Ave, Escondido, CA 92027",33.146994,-117.060066,840000,USD,3,4,1200.0 sqft,,,,18,,FALSE,https://photos.zillowstatic.com/fp/b9d497f57cc479ee8caa46dee070ecb8-p_e.jpg,Multi-family home for sale,ALTICORE REALTY,"https://www.zillow.com/homes/Escondido,-CA_rb/",https://www.zillow.com/homedetails/1930-E-Lincoln-Ave-Escondido-CA-92027/2068532013_zpid/,"https://www.zillow.com/homes/Escondido,-CA_rb/3_p/"
630,49334687,"2722 N 30th St, Tacoma, WA 98407",47.274464,-122.472891,925000,USD,3,4,1788.0 sqft,,1008800,5755,0,,FALSE,https://photos.zillowstatic.com/fp/f25d3bf974b00de105e368a1249086b1-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/2722-N-30th-St-Tacoma-WA-98407/49334687_zpid/,https://www.zillow.com/homes/WA_rb/16_p/
134,16642102,"10195 Rayford Dr, Escondido, CA 92026",33.189863,-117.113766,899000,USD,2,3,2000.0 sqft,,915400,2676,38,,FALSE,https://photos.zillowstatic.com/fp/9992f6cfda6ce892c68269d5c4eb5a78-p_e.jpg,House for sale,Coldwell Banker Realty,"https://www.zillow.com/homes/Escondido,-CA_rb/",https://www.zillow.com/homedetails/10195-Rayford-Dr-Escondido-CA-92026/16642102_zpid/,"https://www.zillow.com/homes/Escondido,-CA_rb/4_p/"
194,13329602,"1224 E 14th Ave, Denver, CO 80218",39.738175,-104.972174,500000,USD,1,2,1323.0 sqft,,407000,2199,1,,FALSE,https://photos.zillowstatic.com/fp/a1977db4f844464aa4c9ba4f32aac4db-p_e.jpg,Condo for sale,Sellstate Realty Pros,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1224-E-14th-Ave-Denver-CO-80218/13329602_zpid/,"https://www.zillow.com/homes/denver,-co_rb/5_p/"
286,28157855,"10606 Cypresswood Dr, Houston, TX 77070",29.977175,-95.580501,310000,USD,3,4,3123.0 sqft,,297100,2509,0,,FALSE,https://photos.zillowstatic.com/fp/4f8990bb207f51eb7d16090db6a21890-p_e.jpg,House for sale,"Opendoor Brokerage, LLC",https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/10606-Cypresswood-Dr-Houston-TX-77070/28157855_zpid/,https://www.zillow.com/homes/TX_rb/8_p/
438,296649571,"1420 Kingman Ave, San Jose, CA 95128",37.313168,-121.917293,5100000,USD,,,12497.0 sqft,,,1963,44,,FALSE,https://photos.zillowstatic.com/fp/f1072dab7b4d8b956f48f36a07ea32d0-p_e.jpg,Multi-family home for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/1420-Kingman-Ave-San-Jose-CA-95128/296649571_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/11_p/"
670,16980976,"5986 Highplace Dr, San Diego, CA 92120",32.804262,-117.063328,1075000,USD,3,4,2273.0 sqft,,1112700,4013,22,,FALSE,https://photos.zillowstatic.com/fp/5cbec09d94c1d93e21213ef3a76ae16b-p_e.jpg,House for sale,Broker Chaco,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5986-Highplace-Dr-San-Diego-CA-92120/16980976_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/17_p/"
445,2067944944,"249 Crystal Brook Dr, Liberty Hill, TX 78642",30.637574,-97.853958,429550,USD,5,4,1800.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/35f8f52918cb0c04f85c5c43199a31e2-p_e.jpg,Active,RE/MAX 1,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/249-Crystal-Brook-Dr-Liberty-Hill-TX-78642/2067944944_zpid/,https://www.zillow.com/homes/TX_rb/12_p/
310,2067946171,"200 W Maberry Dr APT 201, Lynden, WA 98264",48.957712,-122.448703,300000,USD,2,2,1296.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/72fabd190457e8d6a95df849512d7b97-p_e.jpg,Active,,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/200-W-Maberry-Dr-APT-201-Lynden-WA-98264/2067946171_zpid/,https://www.zillow.com/homes/WA_rb/8_p/
344,99519992,"7847 Sendero Angelica, San Diego, CA 92127",32.98776,-117.146136,7495000,USD,8,7,8417.0 sqft,,6990200,23140,7,,FALSE,https://photos.zillowstatic.com/fp/2304e25fdce59f604cafcf8ef2d27ab6-p_e.jpg,Coming soon,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7847-Sendero-Angelica-San-Diego-CA-92127/99519992_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/9_p/"
552,120746259,"807 N Bluffview Dr, Lucas, TX 75002",33.08021,-96.588996,1599000,USD,5,5,6730.0 sqft,,1345500,7910,0,,FALSE,https://photos.zillowstatic.com/fp/1bb175a906d245c1cb1306630c725239-p_e.jpg,House for sale,,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/807-N-Bluffview-Dr-Lucas-TX-75002/120746259_zpid/,https://www.zillow.com/homes/TX_rb/14_p/
188,13347637,"1530 E Cedar Ave, Denver, CO 80209",39.712777,-104.969534,3000000,USD,6,5,5198.0 sqft,,2838200,10765,1,,FALSE,https://photos.zillowstatic.com/fp/059d211ddf769be81abd4a3821d3282d-p_e.jpg,House for sale,KM Luxury Homes,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1530-E-Cedar-Ave-Denver-CO-80209/13347637_zpid/,"https://www.zillow.com/homes/denver,-co_rb/5_p/"
84,13389785,"1200 Olive St, Denver, CO 80220",39.735809,-104.906581,1395000,USD,4,4,3114.0 sqft,,1124700,4366,1,,FALSE,https://photos.zillowstatic.com/fp/ddd01443b6d2e0e5cea99d0808e13ded-p_e.jpg,House for sale,TOLAN REAL ESTATE INC.,"https://www.zillow.com/homes/denver,-co_rb/",https://www.zillow.com/homedetails/1200-Olive-St-Denver-CO-80220/13389785_zpid/,"https://www.zillow.com/homes/denver,-co_rb/3_p/"
715,23269357,"7208 NE 109th Ave, Vancouver, WA 98662",45.675007,-122.561784,370000,USD,2,3,988.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/82b16f9844bdb076ec3d29652eabdbc7-p_e.jpg,Active,John L. Scott Real Estate,https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/7208-NE-109th-Ave-Vancouver-WA-98662/23269357_zpid/,https://www.zillow.com/homes/WA_rb/18_p/
693,16856309,"964 Candlelight Pl, La Jolla, CA 92037",32.813499,-117.257997,2599000,USD,2,3,1853.0 sqft,,2600300,8042,23,,FALSE,https://photos.zillowstatic.com/fp/8d22f8f146ead1bcfd16765190edd0c9-p_e.jpg,House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/964-Candlelight-Pl-La-Jolla-CA-92037/16856309_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/18_p/"
270,29944697,"375 Military Tpke, Plattsburgh, NY 12901",44.622345,-73.519836,139900,USD,2,3,1260.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/29ee54cce7887a6727bdc8d4652728d8-p_e.jpg,House for sale,Listing by: Kavanaugh Realty,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/375-Military-Tpke-Plattsburgh-NY-12901/29944697_zpid/,https://www.zillow.com/homes/NY_rb/7_p/
113,244749553,"720 Fort Washington Ave APT 4A, New York, NY 10040",40.857787,-73.934425,349000,USD,1,0,,,712900,1999,0,,FALSE,https://photos.zillowstatic.com/fp/c2e6d5a33fa5e5964a91e3f89e34af2c-p_e.jpg,Condo for sale,Listing by: Compass,https://www.zillow.com/homes/NY_rb/,https://www.zillow.com/homedetails/720-Fort-Washington-Ave-APT-4A-New-York-NY-10040/244749553_zpid/,https://www.zillow.com/homes/NY_rb/3_p/
380,23536741,"3812 S Tekoa St, Spokane, WA 99203",47.619547,-117.40912,670000,USD,2,4,2276.0 sqft,,731300,2600,0,,FALSE,https://photos.zillowstatic.com/fp/03a29f6ee8bd0490270273a509f2e4bd-p_e.jpg,House for sale,"John L Scott, Spokane SH",https://www.zillow.com/homes/WA_rb/,https://www.zillow.com/homedetails/3812-S-Tekoa-St-Spokane-WA-99203/23536741_zpid/,https://www.zillow.com/homes/WA_rb/10_p/
138,89659681,"220 Angela Dr, Liberty Hill, TX 78642",30.689243,-97.939909,635000,USD,2,4,2099.0 sqft,,,,0,,FALSE,https://photos.zillowstatic.com/fp/e959eec237af58a15cd36c69ce308906-p_e.jpg,Active,White Label Realty,https://www.zillow.com/homes/TX_rb/,https://www.zillow.com/homedetails/220-Angela-Dr-Liberty-Hill-TX-78642/89659681_zpid/,https://www.zillow.com/homes/TX_rb/4_p/
215,99593034,"20860 Wild Willow Hollow Rd, Escondido, CA 92029",33.093811,-117.140658,825000,USD,,,,10 acres,,2337,122,,FALSE,https://photos.zillowstatic.com/fp/4baa075a17e1c19a807c37cf9851119c-p_e.jpg,Foreclosure,Berkshire Hathaway HomeService,"https://www.zillow.com/homes/Escondido,-CA_rb/",https://www.zillow.com/homedetails/20860-Wild-Willow-Hollow-Rd-Escondido-CA-92029/99593034_zpid/,"https://www.zillow.com/homes/Escondido,-CA_rb/6_p/"
370,19710392,"476 E Saint John St, San Jose, CA 95112",37.342239,-121.881496,679950,USD,1,2,800.0 sqft,,727085,2635,25,,FALSE,https://photos.zillowstatic.com/fp/4cddcc67c652ed35e96c9dc319b8bad4-p_e.jpg,House for sale,,"https://www.zillow.com/homes/san-jose,-CA_rb/",https://www.zillow.com/homedetails/476-E-Saint-John-St-San-Jose-CA-95112/19710392_zpid/,"https://www.zillow.com/homes/san-jose,-CA_rb/10_p/"
179,16953166,"4204 Albatross Dr, San Diego, CA 92103",32.752436,-117.166126,1595000,USD,3,3,1980.0 sqft,,1696400,4424,2,,FALSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.752436,-117.166126&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=lNFbzP1Exu2t9Ua0FLqYBReHxoc=",House for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4204-Albatross-Dr-San-Diego-CA-92103/16953166_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/5_p/"
